video,frame_count,width,height,question,answer,qid,type
6990172057,2697,640,360,why are the children wearing helmets,rock climbing,1,CW
6430774273,2697,640,360,why are there flashes seen sometimes in the video,camera taking photos,3,CW
3396832512,2115,640,480,why is the woman cutting the meat at the start,remove the tendons and fat,2,CW
4964516093,1641,640,480,why are the girls dressed like a bride and her groom,reanacting a wedding scene,1,CW
3501538867,1293,640,480,why is the boy running towards the adult at he start,to get the kite handle,4,CW
3954292168,2697,640,480,why are there two men in white sitting next to the black car parked in the middle of the video,resting,3,CW
8646868308,2160,640,426,what do the other people do as the man in blue speaks at the start,listen to him,0,TC
5987596954,324,640,360,what did the lady in purple do as the dancer started dancing at the beginning of the video,squat,6,TC
4231951231,755,480,360,do the men play with each other or fight with each other,play,6,DB
12212440674,435,640,360,what do the kids do when they lie on the ground,move their hands,4,TC
6063052014,1057,272,480,where is this place,living room,9,DL
6201389133,395,640,480,how does the boy kneeling down on the left celebrate at the end,raise his hands,6,CH
3191035895,1622,640,480,how is the baby positioned at the start,lying on his back,7,TC
3561978613,300,640,480,why is the crocodile not moving in the video,on standby,0,CW
5144160336,2697,640,480,what do the couple do after standing in front of the stage,kneel down,9,TN
2522098040,720,640,480,where is the baby sitting on,the lady s lap,9,DL
6380666279,971,640,480,how did the men in green and white moved past behind the man in black jacket,walk,9,CH
9579546236,710,640,1138,how does the child control the movement of the blue toy,pushes it,0,CH
2943322894,1084,640,480,what happened after the girl tried to stand on the bed frame,she fell,7,TN
6435588567,1304,640,360,what did the lady in blue do after the nurse passed her the baby,holds the baby,6,TN
6866986840,1733,640,360,where is the child hanging out,along the road,6,DL
6279359447,478,640,362,why is the lady on the right moving her hands left and right,dancing with baby,3,CW
5019522100,1251,640,360,is the baby able to converse meaningfully at this age,no,4,DB
3290674826,678,320,240,why does the woman tilt the paint tank throughout the video,to dip the brush conveniently,9,CW
5481725220,1077,640,480,are the two men competing or playing for fun,playing for fun,6,DB
3099327773,1948,640,424,why was there another person crawling in front of the baby,guide the baby,2,CW
2401243971,520,500,375,how are the two white ducklings moving at the start,walk,3,CH
6958143741,332,640,360,how many people are involved in the video,three,7,DO
3953392688,839,320,240,what did the man in blue do after the boy in blue looked at him,put boy on bed,11,TN
5841926063,831,640,358,how did the man in white respond when he sees the horse slowing down,hit horse with stick,8,TC
4072482970,378,640,480,how is the man supporting the baby,holding baby with his hand,5,CH
5461088507,1464,640,480,why is the woman with scarf holding onto the toy at the start,drawing on it,0,CW
5363401248,2697,640,362,is the beach empty,yes,8,DB
3243992169,1665,640,480,why were there droplets of milk on the floor at the end of the video,kid spilled milk,9,CW
2999618373,704,320,240,why did the baby bend down to touch the shoes after walking in it for some steps,curious,6,CW
3675842764,1053,640,480,why does the man wearing grey cut the pieces and lay it to the side,prepare to serve,2,CW
3908679408,2697,640,362,what does the lady do after seeing the food stuck on the baby s face,feed the food to baby,5,TN
7398633006,2697,640,384,how does the adult show protection and affection towards the baby at the beginning of the video,tap child gently,0,CH
7342980768,1185,640,360,what did the bigger red fish do after it approached the bubbles,comes out of water,4,TN
6227440287,2158,640,1138,why did the boy hold on to the black sofa near the end of the video,stabilize balance,4,CW
11278818844,1583,640,360,how did the man in orange talk with the man in blue,hand gestures,4,CH
11396390844,494,640,360,how does the man with apron show that he understood what the man with a shirt is saying,nod head,6,CH
7072442097,2224,640,360,did the baby fall over while trying to find the man hiding under the sofa,no,5,DB
5106055789,2158,640,480,why are the children dancing in the living room,playing,0,CW
3249073529,1077,640,480,which finger did the lady in red used to gesture after managing to open the wine bottle with the lady in white,thumb,4,DO
6854689594,409,640,360,why does the player catch the ball in the beginning,part of the game,1,CW
8711188826,468,640,480,was the baby wearing socks when the man carried it,no,5,DB
5630978721,659,640,360,how many people are involved in the video,two,10,DC
2522098040,720,640,480,why is the baby moving his hands on the book on the table,to play with it,1,CW
5363776323,1434,640,480,what does the baby do after picking up the first blue toy,put it in cylinder,3,TN
4438105322,313,640,480,why is there a big splash on to the man after passing through the first waterfall,turbelent river,1,CW
7478064282,1172,640,360,where are the people hanging out,patio,10,DL
5019610072,2202,640,360,what did the boys throw into the box of water,wooden house figure,3,DO
4571602887,1128,640,480,what does the grey dog do after the black dog leaves at the end,sniff the remaining piece,9,TN
5498668540,960,640,480,why is the man holding a tablet mobile in his hand,play with it,1,CW
7342130522,525,640,360,what type of event is occuring,parade,4,DO
7001495401,1060,640,480,why are the children wearing waterproof boots,mud road,3,CW
5211277413,643,640,426,what did the man in red checkered shirt do after putting a piece of puzzle from the table onto the board,put pieces on board randomly,7,TN
8026457212,1962,640,480,why did the lady pointed to her mouth near the end of the video,ask for kiss on mouth,13,CW
4937461137,800,640,480,why did the man in blue shake his tongs after putting the food on the plate for the guy in grey,suggest taking the food away,11,CW
3394576122,1961,640,360,why does the girl in black hide the paper origami after shaking her head,shy,3,CW
13312922233,1159,640,1138,what did the boy do after putting his finger to his mouth,open his palm,7,TN
2943322894,1084,640,480,how is the girl rested on the bed at the beginning of the video,sitting at the edge of bed,6,CH
2526590751,975,640,480,why do all the people constantly look at the big waves,waiting for the waves,0,CW
2522230085,865,320,240,are the people on the raft skilled in paddling,no,7,DB
2468328940,882,500,375,what is the woman wearing white doing with her hands at the start of the video,adjust the girl s jacket,0,TC
6537623889,1376,640,360,how does the boy feel as he walks towards the camera,happy,9,TC
8577698446,343,640,360,why did the girl move the base of the chair away from her at the start,playing with base of chair,0,CW
9400537483,334,640,362,how does the person interact with the the toy robot,press button,0,CH
6051291805,2160,640,1138,is baby learning to walk with the help of walker,yes,1,DB
4051288403,1035,640,480,what did the blue shirt boy do to the green shirt boy when the green shirt boy fell down,thorw clipboard towards him,0,TC
6296846645,1093,640,360,what did the boy do after rocking both the chairs,walks away,8,TN
8787162041,2325,640,360,how does the baby feel while dancing,happy,9,TC
5807111717,987,640,360,what was the girl wearing in her hair,tiara,3,TC
4563745007,352,360,480,how many dogs are there,one,7,DC
2623829760,782,500,375,were the children wearing shoes when playing with the sand,no,4,DB
9576327121,612,640,360,why did the adult retract the food after sending it to the baby near the beginning,baby covered his face with the bowl,9,CW
6059513937,930,640,360,how did the lady in white top protect her eyes from the sun,sunglasses,1,DO
4431340219,358,640,480,what did the smaller dog do after running around at the end of the video,stopped,2,TN
7758160366,1401,640,360,what activity is occuring,discussion,4,TC
7722027264,1658,640,360,why are there flashes of light on the couple when they are on stage,camera,0,CW
4855795432,1298,640,480,which finger did the lady use to point at the cake,little finger,11,DO
5223035448,969,640,480,what did the kid do with her hand in the middle of the video,put in the mouth,3,TC
11585784946,1380,640,360,where is this video taken,dog park,6,DL
9621338098,1380,640,360,why is the man in checked shirt holding a book,performing for an event,2,CW
5177974310,2420,640,360,why is the boy trying to wake up the man who is sleeping,want to play with him,0,CW
6813862571,1755,640,360,what activity are the people doing,shooting,0,TC
6183717048,450,320,240,why is everyone wearing a hat,protection from sun,6,CW
7686790894,825,640,480,why did the car stop at the end,someone pressed a button,8,CW
6096381083,1661,640,360,is the woman giving a speech in front of the class,yes,3,DB
4992749220,1230,640,480,what does the woman do after opening up the baby s mouth,feed medicine,9,TN
3023239134,2158,160,120,what does the boy do after swiping his hand over the table,hold spoon with left hand,9,TN
2408552613,2697,500,333,do people performing this activity look happy,yes,8,DB
8292772418,570,640,360,how did the adult teach the child how to play the piano,demonstrate,2,CH
5433732542,2611,640,360,how do the people show their attentiveness to the lady,look at her,6,CH
6366910351,1440,640,360,how many people are involved in the video,three,13,DC
